text,label
"Je suis quelqu'un de calme, à la base. Et j'aime bien le rester.",1
Michel te cèdera volontiers sa place dans les combles. Avec plaisir.,1
"-C'est pas pour la revendre, c'est pour ma consommation perso.",0
"Je te donnerai une coiffe des Gamecocks, avec de vraies plumes.",1
Tu ignores ce que c'est d'être une bête de foire. Peut-être que non.,-1
"Excusez la question, Reichsminister, mais pour les mouillettes, comment fait-on ?",0
"Qu'en fait, aussi bien Sean que Leigh Anne Tuohy sont ce qu'on appelle des supporters.",0
ça me rappelle le pavillon de mes parents à Saint-Cloud.,1
"Il veut faire un bouquin. Un bouquin sur mes maquettes, vous vous rendez compte !",0
Je me suis dit que tu aimerais une histoire pour t'endormir.,1
Teddy m'aide à écrire je vous aime toi et Teddy,1
Tu ne devais pas aller au marché avec Fatma ?,-1
"Si un de nous se fait pincer, qui nous arrange le coup ?",-1
"Le ministre se plaint. Et moi alors, que devrais-je dire ?",-1
"M. Ramirez, une question : est-ce que vous parlez français ?",0
T'es pas bien ? ça va être un sac d'embrouilles.,-1
Elle sauta et mourut dans le fleuve dont vous parliez.,-1
Le rapport que vous avez demandé. M. Lewis a appelé.,0
leur aurait donné une arme à cacher. Mais pas moi.,-1
ce que j'aurais dû te dire il y a bien longtemps.,1
Tout le monde sait qu'il faut passer derrière les étagères.,0
"Moi, je me sens bien, là où j'ai ma chambre et mes livres.",1
"Là, c'est moi qui suis de passage et je m'y gare.",0
"Il te rendait tes grolles comme des miroirs, ce con !",-1
"Mademoiselle, ce chien est à moi. Que veux-tu dire ?",-1
"Hermann a son moulin, Hubert monte son âne. Et moi ?",0
"La nuit j'entends les arbres, ils chantent avec les morts",-1
je suis ravie que ma fille ne vous épouse pas.,1
Je vous appelle dès que je l'aurai reçu. Bonne journée.,1
C'est vrai qu'il pourrait être plus rigolo votre message.",0
J'ai vu son visage quand tu es parti. Elle a le cœur brisé.,-1
"Tu sais quoi, je ne pense pas avoir assez de cran pour tuer mon coloc,",-1
Mais de qui ? Pas homme des lieues à la ronde.,0
"Kumar a aussi ses blessures, mais aujourd'hui, il y a pire que ça.",-1
"Il n'y a pas de lumière, pas de courant. Où sont les propriétaires ?",-1
"Même avec mes quelques sous, cela ne suffirait pas à Abaddon.",0
Demandez au Dr Sais-tout. Il n'y a rien que j'ignore.,-1
ça. Oogway me l'a donné dans le Royaume des Esprits.,1
Mais brisez-lui le coeur et il s'écroule. Comme vous et moi.,-1
Ne tourne pas autour du pot. Tu veux quoi ?,-1
"tu as une table de nuit, une lampe, un réveille-matin.",0
"ça sent ... à qui, à qui appartient ce tissu ?",0
Dans sa maison ! Je n'ai jamais pu comprendre ça.,-1
Combien est la dette ? à combien monte la facture ?,0
"Je blague pas, les mecs. Je vais vous dire. Je les faisais pleuvoir et tout.",-1
"Cours pour moi, petit con ! Rapporte ce putain de verre en dansant !",-1
Mais oui. Il est le plus grand héros que je connaisse.,1
Pour toi ? Un lait ? Que dois-je comprendre maintenant ?,0
"Nous sommes de vrais épiscopaliens, qui se trouvent juste être riches.",1
"Moi, je voulais aller à l’auberge, boire et jouer aux cartes.",0
Bien sûr que je parle d’elle. Tu lui as parlé ?,0
A quoi ressemble-t-elle ? Est-elle belle comme le blé d’or ?,0
"Il y a 5 min, j'ignorais que t'étais un trafiquant d'armes.",-1
"Et enfin, ta mère a rappelé pour savoir si je voulais me la taper ce soir.",0
C'est ce que je disais moi aussi quand elle m'a quitté pis j'ai failli mourir de solitude et de chagrin dans mon living-room.,-1
"Il lit l'avenir dans la mousse de bière. ça, très amusant.",1
Ce fut un plaisir de tuer le temps avec toi. Amuse-toi bien avec "Grains de beauté" ce soir.,1
"Père, vous aviez juré pour mes épousailles de ne point roter au dûner.",1
"J'ai pris un bain a deux mois dans la rivière. J'ai fini mon lavement, tu peux y aller ! Ah non, aahh, c'est trop bouilli !",-1
Je te jure que je ne fouille jamais dans tes affaires.,-1
Et tu l'amènes à mon gala à mon gala comme ta petite amie pour te moquer de moi?,-1
Tu ne te rends pas compte que c'est irrespectueux ?,-1
Pour que je sorte et puisse me mêler au peuple.,1
Ton père pourrait se joindre à nous dans le hall d'entraînement.,0
-Un cadeau de ma voisine. Je lui ai rendu un service.,1
"Leblanc était un ami à moi, mon meilleur ami. On est brouillés depuis 2 ans, voilà. Vous êtes content ?",-1
J'ai un métier qui me plaît et je veux m'y remettre.,1
Pas étonnant que j'aie pas de chanson à vous chanter,-1
Mais le plus grand miracle serait si vous pouviez vous transformer,1
"Je sais, c'est mon rôle préféré. Il est tellement mignon.",1
Déjà ? On ne peut pas partir tout de suite !,-1
Elle portait une chemise rouge le jour de sa disparition.,-1
"et se ferait dire : ""Tu as réussi, Rhino. Tu nous as sauvés.""",1
Monté par le DJ local avec des poules de ring imbaisables.,1
"Si dans trois secondes, t'es pas sorti de ma chambre,",-1
Ou on remonte dans le temps pour prévenir Woody de ce qui l'attend !,0
Je suis ton petit garçon et Martin aussi mais pas Teddy,0
J'ai caché du fric sous le lavabo. Où est le problème?,-1
"Quand ils ont l'occasion, ils s'en prennent à nous. . .",0
"Non, la chose est partie pour une raison ou une autre. Elle reviendra.",0
"Elle me dit : ""Non."" Je dis ""Si"", elle accepte.",0
Pense à ce que tu veux faire pour le reste de la journée.,0
"Beau derrick ! A cause de l'actrice américaine, Bo Derek ! Beau derrick, Bo Derek ! Ce qu'on a pu rire au bureau, avec ça !",1
"L'agence m'y a fait faire mes essais, quand j'étais tout neuf.",0
"et une goutte de sperme... On avait trouvé ça, hein ?",-1
Non. Cela m'engourdira l'esprit et j'ai besoin de toute ma tête.,-1
"Pour questionner, payez le prix. Deux pour cinq, plus une, gratuit.",0
C'est une mission secrète sur une planète inexplorée. En route !,1
"Neil, ils ont tout retourné. On ne va rien trouver.",-1
"On va faire notre petit exercice. Big Mike, Jay Collis, les deux meilleurs, ici.",1
c'est ce qu'on m'a appris. On assume. Les gens normaux ne divorcent pas.,1
"Qu'ils les fassent, ils sauteront une classe. il en reste ?",0
"Quand on rentrera, M. Trask nous fait comparaître devant toute l'école.",0
"Chut, vous êtes fou ? Taisez-vous, nom de Dieu ! C'est moi, Taupin !",-1
"tant qu'il y aura un Allemand sur le sol français. C'est clair, non ?",-1
les enfermant tous deux là où il pouvait encore la deviner...,0
mais je ne peux pas faire de toi un vrai garçon.,0
"On a un problème. Tu sais, le daim qu'on a renversé.",-1
Il faudrait cesser toute activité de pêche et de navigation,-1
car les ressuscités ne vivaient qu'un jour de leur nouvelle vie.,0
Pas le temps de remonter dans le temps. Jessie !,-1
"Pourquoi est-il isolé ? Il n'est pas contagieux, au moins ?",-1
larguer nos oiseaux et nous tirer vite fait. Pas avant.,-1
"Quand comprendras-tu ? Plus tu en prends, moins tu en as.",-1
Certains maîtres gagnent leur combat en ouvrant tout grand la porte.,1
Moi ? Pourquoi pas Tigresse ? Elle donne toujours des ordres.,0
"Bruno, tu peux inviter tes amis demain matin avant notre départ.",1
"C'est la raison pour laquelle on fait cette soirée, après tout.",0
"Qui ont essayé d'expliquer ce beau monde, de le décrire et de l'étudier.",1
"Si j'enseigne, je pourrai faire des trucs cool comme ça ?",1
"Mon esprit déborde de questions, mon âme a les clés",1
Je ne sais pas d'où je tiens cette tendance perverse dans mon système.,-1
"Sois un peu plus déroutant, et tu seras le prochain Oogway.",-1
"Hans, toi et ce chat, vous n’allez tout de même pas ... ?",-1
"Allez tous vous faire foutre, vous, Ederer et sa secrétaire.",-1
"dans l'espace entre le ciel humide et turbulent et la terre,",1
Par ici ! On les a trouvés. Ils sont ici. On les a trouvés !,1
"Oui, le brôleur est foutu. Jean-François a bêtement dégoupillé la manette.",-1
Ces garces se sont enfermées dans leurs chambres et maintenant elles prennent un bain.,0
Les casques de l'armée de maître Rat. Ils sont minuscules !,0
"Non, c'est moi la créatrice, il y a mon nom dessus.",-1
Tire-toi de ma zone. Tu n'as rien à y faire! C'est ma zone!,-1
La tragédie du Belerephon est en train de se reproduire.,-1
"J’en ai jamais entendu parler, moi, du Bureau des Affaires Félines.",-1
Il m'a fait tomber par terre. Et il a mis sa main sur mes yeux.,-1
le frère de DudAīev a été tué par l'armée russe. Bon sang !,-1
ça doit être pour ça que l'univers t'a envoyé ici !,0
"car chaque fois qu'il affronte un ennemi, Kai devient plus fort.",1
"que quand elle n'aime pas quelque chose, elle le dit.",-1
C'est quoi cette manie qu'ils ont tous de se jeter par la fenêtre ?,-1
D'accord. Ce serait cruel de te forcer à t'envoler chez toi.,-1
pas moyen de vous faire comprendre à quel point Z-land empeste.,-1
Je ne dois pas te changer en moi. Je dois te changer en toi !,-1
Pourquoi tu ne m'as rien dit ? On aurait pu...,-1
Je vais voir Stacks. Regarde personne ou je te tue.,-1
"Veillez, ou votre Lucy deviendra une traînée du démon !",-1
Je veux que tu fasses ce que tu veux faire.,1
Elle a ma carte. On l'aidera à s'en servir !,1
Sam est riche parce que son père a fait fortune dans le textile.,1
J'apprends que tu es poursuivi par un fou aux lames pivotantes.,-1
"Peut-tre avait-il perdu la foi. En tous cas, il abandonna.",-1
Que peut—on vouloir se mettre sur le corps en sachant que ça ne partira plus jamais ?,-1
"D'accord. L'important, c'est de se rappeler que ceci est l'endroit où...",-1
Tu es stupide ou quelque chose? Nous avions un accord.,-1
Je t'ai permis de t'enrichir en faisant ce que tu aimes.,1
On ne peut pas le laisser mourir en direct !,1
"Je suis tombé sur votre répondeur, tout à l'heure. Il est très amusant ! Ah oui. J'ai essayé de faire un message un peu original.",1
"Beaucoup, mais elle m'a dit de partir, et je dois obéir.",-1
"Si je ne rapporte pas ça demain, il saura que je l'ai pris.",-1
"Allez hop, ta veste. Allez hop ! Les Crépin-Jaujard !",1
Mad Dog Grimes a été séché. Il ne bouge plus.,-1
"La femme de Chas, Rachael, avait péri en avion l'été précédent.",0
"Je lui ai fait passer les tests. Depuis, je l'observe.",1
"Quand tu te mouches, t'as pas l'impression de serrer la main à un pote ?",-1
"Pour te donner le temps d’avoir un peu peur, je prends aujourd’hui ...",-1
"Je ne suis pas aussi accompli que certains de vos soupirants,",-1
Tu penses que Maman ne l'a jamais lue? Et bien tu te trompes!,-1
Où est le truc que j'ai laissé ? Je l'ai jeté dans les W.-C.,0
Qui est à l'appareil ?... C'est... le con de votre mari. ... Comment ?...,-1
Vous voulez de la réalité ? écoutez. L'émission est trop prévisible.,-1
On se connaît mal. Tu le connais depuis 10 ans !,1
"Mais si mon père vous a envoyé pour me faire changer d'avis, c'est raté.",-1
"mais lutter contre cela ressemble à de la rage, non à du courage.",-1
"Descendre les gens, ça l'avait jamais gêné. C'était le métier.",-1
"Il faudra rester amoureux en secret, et s'en tenir à ça.",0
C'est la 3e balle que je m'enlève. C'est à chaque fois plus douloureux.,-1
Qui a barbé le bookie de Tête de Brique ?,-1
"Et j'ai rencontré Kit. Elle est prostituée, elle m'a convaincue.",1
"et parce que, là, elle a du travail et moi pas,",-1
Nous devrons tre tous les deux pour l'attirer vers le ct obscur de la Force.,-1
"j'14 ans, j'ai cherché ma vraie famille. Dans l'Indiana.",0
"si j'ai été nommé ministre des anciens combattants, ce n'est pas par hasard.",-1
Qu'il vous a fallu deux ans pour me demander un rendez-vous.,0
Je m'attendais pas à trouver un engin dans mon allée.,-1
"Hé ! Qu'est-ce que tu fais ? Ne me dépasse pas, idiote !",-1
Elle a dû voir l'alerte enlèvement à la télé. Et tu réponds pas ?,-1
"Ce travail est important pour vous, Tallis? Très important, madame.",1
"Tu comprends pas ? Je vous jure, on ne se fout pas de...",-1
Il ne pense qu'à son discours. Il y a des jours qu'il s'agite.,-1
"Chaque fois que je viens ! Chaque fois, vous deux ! Jamais vous bossez ?",-1
et j'ai trouvé un travail à faire à la maison:,1
"Jacquard! Vous avez vu le temps qu'il fait? Je me fous du temps qu'il fait, ma pauvre!",-1
"j'aimerais vivre une belle histoire d'amour avec quelqu'un de bien, pour une fois.",1
"Je ne la connaissais pas, mais ces vacances lui réussissent.",0
Celle que j'acquiers cette semaine coûte la bagatelle d'un milliard.,-1
"Ils ont besoin de quelqu'un vers qui ils peuvent se tourner,",1
Tu sais quoi ? Je vais leur redemander qu'ils se cassent tous !,-1
Le Pentagone est en train d'armer les Afghans pour 30 ans.,0
Fichtre ! Son corps ne peut contenir autant de sang.,-1
J'aurais donné 20 ans de ma vie pour coucher avec elle.,1
Il n'y personne du nom de Michael Oher dans le système.,-1
"Je vous en supplie, faites quelque chose, un calmant, des antiimflammatoires... Je ne veux pas le savoir, mais faites quelque chose.",0
"Oui, dans notre banque, nous apprécions énormément les grandes familles.",1
" la concrtisation de ce qu'il avait toujours voulu tre,",1
"On fonce à toute vitesse ! Ouais, t'as trouvé un ami",1
Il est de retour ou il est pas de retour ?,0
Ils leur ont donné les attributs nécessaires à leur survie.,1
"Il a au moins 40 de fièvre. Il va s'évanouir, c'est sûr !",-1
"Je fume ce que je veux ? Oui, tu fumes ce que tu veux.",1
Je parle pas de ce que tu as fait en taule.,0
Nous sommes tous morts sur la propriété au fil des ans.,-1
Je veux pas voir ce chien baver sur mes sièges.,-1
"Lucille, non de clôture, on parle de grande science, ici, d'accord?",-1
"cinéma, vous êtes un expert du show business, mais vous savez...",0
J'ai parlé à votre ancien commandant. Il voulait vous adopter!,1
"En ville, pas besoin de fermer sa voiture. On peut laisser les gosses...",1
"Attends, il faut se mettre dans la tête du même.",0
"Lucille, il y a quelque chose que je dois te dire...",0
"D'accord. Ne triche pas. Bon, tu peux ouvrir les yeux.",-1
C'était cool jusqu'à ce que mon oncle m'arnaque de 70 patates.,-1
"Oh non, il ne faut pas dire ça, Marlène. Si, bien fait pour lui, c'est un sale type,",-1
Il y a des choses ici auxquelles tu pourrais prêter attention.,-1
Ils ont eu leur argent. Et moi je suis habillé comme une cloche.,-1
Je dois vous rappeler que je lui avais donné la permission de sortir.,-1
T'as couch avec lui au bout de 20 min. Maintenant tu le rappelles.,0
"""Elle était ici-bas pour comprendre le sens de son fol enchantement",1
et je me suis dit que j'allais faire sauter la serrure de ce camion.,-1
C'est moi qu'il veut. Il sent que je suis l.,1
"Ce que tu veux, je le fais. Sauf arrêter de me les briser.",0
"Mais ce qui est dit, est que si ça devait arriver,",-1
Tu as gâché notre vie ! Tu devrais avoir honte !,-1
Le monde a retenu son souffle pour ce baiser volé.,1
Qui ne se sentent pas obligés de faire des phrases courtes.,-1
Vous cherchez une station précise ? Il n'y a pas beaucoup de choix.,-1
"""il est d'une intelligence supérieure. Il sait lire et écrire.",1
Je l'ai appelée et elle m'a dit pour la retraite spirituelle.,0
Si tu veux être un Chapelier Méritant le nom des Hightopps...,0
Tu as le nom d'une enfant écrit sous tes pieds.,0
"Ou tu vas le devenir, du moins quand je te rencontrerai.",0
Le vrai casse-tête n'est-il pas : peut-on amener un humain à l'aimer ?,0
ça me rappelle qu'on doit aller au service des costumes.,1
Ce serait idiot de vous tuer. Vous seul connaissez la combinaison.,-1
"Qu'est-ce qui m'a donné le plus de mal, d'après vous  : la Tour Eiffel ou le Concorde ?",-1
"On t'a trouvée dans une chambre à l'étage, chez les Ascots.",0
Tout le monde sait que Saban va passer en NFL.,0
"""Je sais ce que je vais faire de ma vie. Je serai nettoyeuse.""",0
"Ils t'arrêteront, et ils te tueront et je ne veux pas être là quand ça arrivera.",-1
"Conscient, vous n'aviez pas le pouvoir de guider la machine...",-1
"Non, nous sommes reconnaissants! C'était une histoire précieuse à entendre.",1
Il fallait braiser le bœuf et le jarret de veau pour la sauce tomate.,0
"Pas aussi impossible que de vous dire au revoir, mes amis.",-1
Elle doit être parfaitement seyante et couvertes d'étoiles en saphir.,1
ça me rappelle trop de souvenirs d'être ici. L'époque où j'étais insouciant et con.,1
Aujourd'hui je pensais au fait que vous et moi avions le même problème.,0
"Oh, je n'ai pas adopté Michael. Nous I'aidons, c'est tout.",0
J'ai un Anglais à vous remettre. Il est mal en point. On ne peut plus le garder.,-1
"Il n'a plus de travail. Avant, il était à la mine, à Tozlu.",-1
"... et au lieu d'ajouter des sels de bain, tu as ajouté du poivre du Sichuan.",0
Tim pensait que je ne serais pas capable de te soutirer ce slogan ce soir.,-1
Compréhensible. Au cours des années J'ai bien joué mon rôle.,1
"Maman, tu sais où est Buzz ? Non, chérie, je ne l'ai pas vu.",-1
"Ce type est là pour un truc, et ce truc, c'est nous !",-1
"Je sais que je n'aurais pas dû l'ouvrir. Non, tu n'aurais pas dû.",-1
"Un instant, le drôle ! J'ai un marché à te proposer. Je te rachète le château.",1
Et c'est de ça que devraient être faits les chefs.,1
"Comme la plupart d'entre vous le savent, je joue ce soir un double rôle.",0
Je ne peux pas garder ça pour moi. Ne parle pas comme ça.,-1
Halte.  Pourquoi le cocher s’arrête-t-il ? Sommes-nous arrivés ?,-1
"Putain, Frankie, qu'est-ce que 528 a à voir avec 469 ?",-1
"En tout cas, tout ça me rappelle l'affaire Pascal René.",0
"ça n'est donc pas pour acheter les droits du livre que vous téléphonez, mais pour essayer de savoir où est ma femme.",-1
"Oh, allons, allons. Tu ne penses pas ce que tu dis.",-1
des trucs qui nous lient aux autres membres de notre famille.,1
Il s'en est passé des choses en 65 ans !,0
"J'ai une soirée le 28, et je veux des robes classe.",1
ça te la coupe pas ? A l'époque où on vit.,0
"de la dentelle autour du décolleté, un gros noeud et...",-1
"L'autre jour, j'étais à la bibliothèque, dans la section restreinte ...",-1
On aurait besoin de dizaines d'affréteurs et de centaines de laissez-passer.,0
Tu verras s'il te restera le temps et l'énergie de sauver le monde.,1
"Dehors, il y a la presse, des gens en colère,",-1
On ne parle que de ça dans tout le royaume !,0
Je n'aurais jamais abattu un arbre qui n'est pas à moitié à moi.,-1
Le mariage m'a révélé la nature de mes sentiments pour lui.,1
"Hé ? Il les a semés bibi ou pas, oh ?",0
je vais virer tout le monde ici en commençant par vous.,-1
Et qu'est-ce qu'elle fait? Le travail le plus obscène du monde.,-1
après leur tournée mondiale de combats dans 10 pays différents.,0
Vous n'êtes tout de même pas amnésique à ce point-là ?,-1
Il y avait bien deux douzaines de Peter et de Paul.,0
C'est un grand garçon. Il va pas appeler tout le temps.,-1
"S'il est si grand, il a qu'à vous trouver un appartement.",0
"qu'ils faisaient cette collecte de fonds pour Jeb Bush, non?",0
Il me semble que mon étrange ami est à mes côtés.,1
"Même là, tu ne me dis pas ce que tu ressens.",-1
"Dieu nous en préserve, mais imagine que tu ailles en prison.",-1
"Je n'en doute pas. Que voulez-vous? Non, il était avant moi.",-1
Elle a dit qu'elle ne pensait qu'à me prendre les fesses.,0
"Je leur proposais toujours du café. Certaines épouses, telles Mickey Conway,",-1
Hina travaille tout le temps depuis la mort de maman.,0
Prenez garde au type de chefs que vous produisez ici.,-1
"Je vous le dis, je connais ce chien. Je l'ai déjà vu quelque part.",0
Mais j'ai demandé à maman de garder les enfants demain soir.,0
"Tu vas me snober ? Non, mais casse pas les couilles.",-1
C'est ici que tu te caches après l'extinction des feux.,0
de partir au Mexique à la recherche de ma fille.,0
"Parce que, tu sais, dans la famille, tout le monde est un athlète.",0
"Harry, mon garçon, je commençais à m'inquiéter. Nous avons amené quelqu'un avec nous, je vois.",-1
Sa femme chez Meneaux ? Oh ! Oh ! Oh ! Le pauvre !,-1
Et Turner se met en mouvement à I'arrière du terrain.,0
"un seul mot me viendra aux lèvres, pourquoi ?",0
Il a mis Koba au sol mais il se relève.,1
"Merci pour votre aide, il y a longtemps que je n'ai pas vu Bo.",1
"Merci, maman ! Comment je fais pour mon TP de sciences nat ?",1
Mais fais gaffe comment tu le dis. On pourrait mal interpréter.,-1
Kip est maintenant un enfant en santé et bien nourri.,1
"Il est encore très malade. Descendons, je vais vous expliquer.",-1
"J'y ai passé la nuit, à téléphoner. Il joue au poker.",0
"Ouais, en plus les flics arrivent. Allez, il faut tracer.",1
Paulie vient de m'en parler. Faut aller le sortir de là.,-1
Karen restait à la maison et ne posait pas de questions.,-1
"Je vous écoute. Attendez un peu. Sa femme est partie, ne vous précipitez pas dans la brèche.",-1
dont le besoin remonte à ce match d'un lundi soir et à Lawrence Taylor.,0
Je vais t'arranger ça. Je sais ce qu'il faut lui dire.,-1
La plupart des gens n'avait jamais vu quelqu'un de blond auparavant.,-1
"que Carolyn et moi, on regarde ça tous les deux.",0
"Au lieu de ça, il retourne avec audace vers le groupe, droit sur Raja.",0
Il y a trois sortes de viande dans les boulettes :,0
"Je trouvais qu'il mettait trop d'oignons, mais sa sauce était bonne.",1
J'ai fait la fête avec 3 Doors Down dans un bus comme ça.,0
et je vais aller à I'est pour voir ta maman avec un beau cul,1
"Le Dieu de l'Ancien Testament, pour qui plus de 80% du monde s'agenouille,",0
"Non, docteur, même si j'étais le ""savant fou"" des romans policiers...",-1
"Je l'ai achetée, et je l'ai vendue morceau par morceau.",0
T'as pas compris. Je veux pas qu'il aille en prison.,-1
Il se fait son idée. On verra. Il a rien promis.,0
"Et je n'ai pas pu... J'ai pas... écoute. Je le connais très bien,",-1
"Vous pourriez faire de la monnaie sur 1,000 lires ?",-1
Et tes amis humains trouvent du réconfort dans la perte qu'ils ont subie.,-1
"Non, je viens ici depuis que j'ai l'âge de boire des ginger ales.",-1
"Pete serait tellement furieux s'il savait que je conduis sa voiture, pas vrai ?",-1
Grand-papa fait comme avant. C'est un modèle pour les jeunes.,1
"Là, j'ai su que je serais jamais revenu vivant de Floride.",-1
en détruisant le palais de Jade et tous ses habitants.,-1
Ce qu'un homme dit à sa petite amie et ce qu'il avoue à un copain...,0
C'est eux ? Ils ne veulent pas de moi ?,-1
"Putain, il relève sa tête de con, et il fait :",-1
Je ne loupe jamais un film sur les robots. Mais celui-ci est mon préfère.,1
"Je n'ai jamais prévu de faire le Tour de France, monsieur. C'est trop dur.",-1
"Oui, j'en ai vu. Oui, je sais qu'ils sont blancs.",0
"Tout ce qui compte, c'est le fric. Le pognon, les dollars, tu piges ?",0
"Sonia, j'ai du Ruinart si tu veux. Ah non, je bois plus d'alcool.",-1
Il avait passé la journée à contempler hélicoptères et sauce tomate.,0
On doit se sentir seul. Je ne me complais pas là-dedans.,-1
Vous avez dit le professeur Slughorn essaierait de me récupérer.,-1
Vous vous foutez de moi ? Où voulez-vous que j'aille à l'hôtel ?,-1
"C'est pas pour un jeu? C'est mon numéro, c'est tout.",-1
"Aucune mère ne devrait avoir à vivre une telle chose,",-1
"Hé, quelle est la grande idée? Oh, dommage qu'il soit inondé.",-1
On vient de te relâcher sous caution. T'es pas resté dehors très longtemps.,1
Le roi et la princesse. Ils veulent partir en promenade.,0
Ah ? Il avait un accent ? Je ne sais plus.,-1
Il me porte chance. Je prends jamais l'avion sans mon chapeau.,-1
ça va aller. T'as de bonnes chances de passer au travers.,1
"Non, c'est vraiment elle ? Tu parles d'une surprise ! C'est Bo !",1
Je peux vous poser des questions ? Et mes parents ?,0
"J'ai vu son maquillage, ses lunettes, qu'il ne porte pas durant le spectacle.",-1
"Excusez-moi docteur. Je vous avais fait venir pour un tour de reins, pas pour une scène de ménage.",-1
j'ai du respect pour ce gosse. Il en a dans le froc.,1
On les appelle des "rats" parce qu'ils feraient tout pour survivre.,-1
"Dépêchez-vous, où est le manuel ? Qui a le manuel ?",-1
"Il vient avec un ami, Paul Marshall, le magnat du chocolat.",0
Un enfant humain ? Pas un bébé en plastique ?,-1
Je perdrais la moitié de ma clientèle avec du gravier.,-1
"Vous êtes des ânes ! Papy, laissez-moi leur expliquer aimablement.",-1
"Aide-moi à chercher, Guy-Hubert ! C'est un flacon en cuir.",0
"Ce faisant, vous êtes protégé, devrait vous serez attaqué et votre corps détruit.",-1
"On peut aussi faire confiance au toubib, mais pendant la journée.",0
Justement ! Qui va indemniser la famille des victimes ?,-1
A-t-il plaqué après le coup de sifflet? Je ne crois pas.,-1
L'intensité du sifflet dépasse notre ouïe. Je le sens souvent moi-même.,0
"Merci, mais les circonstances vont nous retenir ici pour le moment.",-1
ll y a longtemps. . . Tu veux du café ?,0
Alors je ne vois pas pourquoi vous faites autant d'histoires.,-1
On est assez loin du croiseur? Oui. On n'aura pas d'interférences.,-1
"T'as vu comment elle m'a kiffé, la meuf ? T'es sérieux ? C'était une pute.",-1
"vont tomber dans un pige, comme toute ta flotte rebelle.",0
"Vous allez me promettre que vous vous y reprendrez à deux fois avant de traiter quelqu'un de con. Je vous le promets, François. Je vous le jure.",-1
"Mais c'est tellement bête. C'est bon pour la santé, vous savez.",1
"Vous n'avez pas de bracelet. Non, j'ai pas de bracelet.",-1
"C'est curieux de voir deux lunes dans le ciel, n'est-ce pas?",-1
"Tenez, mon cher successeur. Je vous souhaite bien du plaisir.",1
Qu'est-ce que tu fous? Tu devais l'avoir au 1er round!,-1
On peut remplacer la moitié du mécanisme et réparer le reste...,0
"Bon, on dit que c'est impossible. ça prendra combien de temps?",0
"Vite, vite, Commandant ! Faites intervenir vos gars ! C'est un forcené ! Il a pris l'interne en otage !",-1
il ne doit jamais être dérangé quand la porte est fermée.,0
Il doit y avoir quelque chose qui vous déplaît chez moi.,-1
le petit Ilyas qui a risqué sa vie pour sauver l'orgueil blessé de son père.,1
"Les toilettes sont juste là, et nous sommes à I'étage en cas de besoin. D'accord.",0
Les techniciens krells ont dû s'asseoir souvent dans ce petit engin.,-1
C'est tout ce que vous pouvez dire sur l'empreinte de pas?,0
Cool. On sera tous les deux. Un petit voyage entre père et fils.,1
Je ne me suis jamais intéressée à Benedict ou à Cartwright.,-1
Je dois choisir ce qui vaut vraiment la peine d'être raconté.,1
"et au bout d'un moment, l'affaire de la Lufthansa a commencé à se tasser.",-1
"et ils pouvaient en imaginer la texture, l'emplacement ou la couleur...",0
"Et nous, coach, on est venus de Clemson, neuf heures.",0
Il n'y a rien de plus dur que de vivre dans la rue...,-1
Pourquoi ne viendriez-vous pas tous les deux à Venise un de ces jours?,-1
"Si c'était moi, je serais très heureux de le recevoir.",1
Mon "moi" démoniaque est à la porte et je ne peux pas l'arrêter!,-1
Je viens d'aller pisser à l'instant. Devinez ce que j'ai vu!,1
Le nom ne change pas. Y a que ça qui...,-1
C'est une somme que tu ne gagnerais pas en une vie.,-1
Et quand on sait ce qu'a été le travail réellement de cette famille pendant la guerre,0
C'est bien le fils de son père. Vous êtes prêt?,0
Je voulais du soleil pour le premier Obon après la mort de mon mari.,1
Parce que même si nous sortons ensemble depuis seulement quelques mois.,0
"Il a remarqué ton train de vie, il ne baissera pas.",1
"à Poudlard, vous apprendrez non seulement comment utiliser la magie, mais comment la contrôler.",0
Qu'on ne vienne troubler ma paix que lorsque vous l'aurez trouvée.,1
"Plus tard, peut-être que nous pourrions faire une promenade en calèche?",0
Tu ne penses pas qu'un regard extérieur peut être pertinent ?,0
"Tout d'abord, je voudrais simplement dire quel honneur c'est pour moi.",1
"D'façon, il fait partie de la famille du proprio d'ici et il veut m'épouser. Alors, serving, serving !",1
Vos gars nous ont montré l'unique caisse de cartouches albanaises.,0
Je vous présente celle pour qui on fait tout ça.,0
"Il se passe un truc ? Elle a 80 piges, t'es sérieux ?",-1
Tu vois quelque chose qui te plaît? J'ai exactement ce que vous cherchez.,1
Tu devrais y aller les regarder tourner. Tu pourrais jouer dedans.,1
Je ne laisserais pas ma copine à un grand réalisateur hollywoodien.,-1
"Abandonner le navire de mon père ne garantira pas notre survie, Mr Phelps.",-1
"Si vous obtenez la médaille d'honneur, vous obtenez le meilleur siège de la maison.",1
"Que je me réveillerais le matin, et qu'elle serait encore là.",0
"Tu connais ma mère. Si son image publique n'est pas parfaite,",-1
-J'imagine qu'il nous mettrait en tête-bêche au niveau des couilles.,-1
"Tu es la petite sœur d'Amy, non? Content de te voir.",1
"Si je me fais serrer avec plus d'une livre, c'est...",0
"Je ne vais pas commencer à chanter ... Alors, voici l'histoire.",0
"Oui, c'est pour ça que je ne voulais pas être actrice.",0
-Voilà une bien étrange demande qui m'étonne de votre part.,1
